Address,Price,Links,Dates,Details,City
"370 Zang Street Unit 7-103, Lakewood, CO 80228","$315,000 ",https://www.zillow.com/homedetails/370-Zang-St-APT-7-103-Lakewood-CO-80228/13765716_zpid/,4 days on Zillow From 2023-08-23,1 bd1 ba812 sqft,Lakewood
"1479 S Iris Street, Lakewood, CO 80232","$572,500 ",https://www.zillow.com/homedetails/1479-S-Iris-St-Lakewood-CO-80232/13782459_zpid/,On market Aug 24 From 2023-08-23,"4 bds3 ba2,091 sqft",Lakewood
"3600 S Pierce Street Unit 4-103, Lakewood, CO 80235","$319,900 ",https://www.zillow.com/homedetails/3600-S-Pierce-St-APT-4-103-Lakewood-CO-80235/13807056_zpid/,4 days on Zillow From 2023-08-23,"2 bds2 ba1,024 sqft",Lakewood
"750 Tabor Street Unit 47, Lakewood, CO 80401","$410,000 ",https://www.zillow.com/homedetails/750-Tabor-St-APT-47-Golden-CO-80401/13763796_zpid/,4 days on Zillow From 2023-08-23,"2 bds3 ba1,997 sqft",Lakewood
"11333 W 18th Avenue, Lakewood, CO 80215","$415,000 ",https://www.zillow.com/homedetails/11333-W-18th-Ave-Lakewood-CO-80215/13746006_zpid/,Video Walkthrough From 2023-08-23,"2 bds3 ba1,954 sqft",Lakewood
"45 Everett Street, Lakewood, CO 80226","$635,000 ",https://www.zillow.com/homedetails/45-Everett-St-Lakewood-CO-80226/13767506_zpid/,4 days on Zillow From 2023-08-23,"5 bds2 ba2,600 sqft",Lakewood
"2380 Youngfield Street, Lakewood, CO 80215","$939,000 ",https://www.zillow.com/homedetails/2380-Youngfield-St-Lakewood-CO-80215/13744221_zpid/,3D Tour From 2023-08-23,"6 bds4 ba3,476 sqft",Lakewood
"2149 S Orion Street, Lakewood, CO 80228","$1,282,501 ",https://www.zillow.com/homedetails/2149-S-Orion-St-Lakewood-CO-80228/334525841_zpid/,4 days on Zillow From 2023-08-23,"5 bds5 ba4,964 sqft",Lakewood
"10563 W Dartmouth Avenue, Lakewood, CO 80227","$369,900 ",https://www.zillow.com/homedetails/10563-W-Dartmouth-Ave-Lakewood-CO-80227/13796044_zpid/,4 days on Zillow From 2023-08-23,"2 bds2 ba1,140 sqft",Lakewood
"9281 W Jewell Place, Lakewood, CO 80227","$695,000 ",https://www.zillow.com/homedetails/9281-W-Jewell-Pl-Lakewood-CO-80227/13789989_zpid/,4 days on Zillow From 2023-08-23,"4 bds3 ba3,500 sqft",Lakewood
"3335 S Ammons Street Unit 6-103, Lakewood, CO 80227","$299,000 ",https://www.zillow.com/homedetails/3335-S-Ammons-St-APT-6-103-Lakewood-CO-80227/13798243_zpid/,5 days on Zillow From 2023-08-23,1 bd1 ba812 sqft,Lakewood
"701 Harlan Street Unit E62, Lakewood, CO 80214","$425,000 ",https://www.zillow.com/homedetails/701-Harlan-St-UNIT-E-62-Lakewood-CO-80214/13760064_zpid/,5 days on Zillow From 2023-08-23,"2 bds2 ba1,400 sqft",Lakewood
"3257 S Newcombe Street, Lakewood, CO 80227","$2,750,000 ",https://www.zillow.com/homedetails/3257-S-Newcombe-St-Lakewood-CO-80227/54890035_zpid/,5 days on Zillow From 2023-08-23,"5 bds6 ba8,760 sqft",Lakewood
"121 S Fenton Street, Lakewood, CO 80226","$570,000 ",https://www.zillow.com/homedetails/121-S-Fenton-St-Lakewood-CO-80226/13770209_zpid/,"Price cut: $5,000 (Aug 18) From 2023-08-23","3 bds2 ba2,010 sqft",Lakewood
"2427 S Dover Court, Lakewood, CO 80227","$710,000 ",https://www.zillow.com/homedetails/2427-S-Dover-Ct-Lakewood-CO-80227/13790776_zpid/,Open: Sat. 11am-4pm From 2023-08-23,"4 bds3 ba3,013 sqft",Lakewood
"10060 W 23rd Avenue, Lakewood, CO 80215","$576,000 ",https://www.zillow.com/homedetails/10060-W-23rd-Ave-Lakewood-CO-80215/13745385_zpid/,5 days on Zillow From 2023-08-23,"2 bds1 ba1,384 sqft",Lakewood
"7520 W Bails Avenue, Lakewood, CO 80232","$625,000 ",https://www.zillow.com/homedetails/7520-W-Bails-Ave-Lakewood-CO-80232/13785068_zpid/,5 days on Zillow From 2023-08-23,"5 bds3 ba2,346 sqft",Lakewood
"8407 W Alaska Place, Lakewood, CO 80226","$750,000 ",https://www.zillow.com/homedetails/8407-W-Alaska-Pl-Lakewood-CO-80226/13772417_zpid/,"Price cut: $45,000 (Aug 17) From 2023-08-23","4 bds3 ba3,668 sqft",Lakewood
"6922 W Alaska Drive, Lakewood, CO 80226","$685,000 ",https://www.zillow.com/homedetails/6922-W-Alaska-Dr-Lakewood-CO-80226/111091510_zpid/,3D Tour From 2023-08-23,"3 bds3 ba2,222 sqft",Lakewood
"1585 Ames Street, Lakewood, CO 80214","$650,000 ",https://www.zillow.com/homedetails/1585-Ames-St-Lakewood-CO-80214/13750330_zpid/,5 days on Zillow From 2023-08-23,"6,650 sqft lot",Lakewood
"1358 Urban Street, Golden, CO 80401","$569,000 ",https://www.zillow.com/homedetails/1358-Urban-St-Golden-CO-80401/2055956460_zpid/,6 days on Zillow From 2023-08-23,"4 bds4 ba1,986 sqft",Lakewood
"750 Tabor Street Unit 81-82, Lakewood, CO 80401","$530,000 ",https://www.zillow.com/homedetails/750-Tabor-St-81-82-Golden-CO-80401/2055958623_zpid/,6 days on Zillow From 2023-08-23,"2 bds3 ba1,297 sqft",Lakewood
"11485 W Florida Place, Lakewood, CO 80232","$710,000 ",https://www.zillow.com/homedetails/11485-W-Florida-Pl-Lakewood-CO-80232/13780543_zpid/,6 days on Zillow From 2023-08-23,"4 bds3 ba2,016 sqft",Lakewood
"11272 W Arizona Avenue, Lakewood, CO 80232","$600,000 ",https://www.zillow.com/homedetails/11272-W-Arizona-Ave-Lakewood-CO-80232/13780426_zpid/,3D Tour From 2023-08-23,"4 bds3 ba2,400 sqft",Lakewood
"6120 W Arkansas Avenue, Lakewood, CO 80232","$575,000 ",https://www.zillow.com/homedetails/6120-W-Arkansas-Ave-Lakewood-CO-80232/13786501_zpid/,7 days on Zillow From 2023-08-23,"5 bds2 ba2,184 sqft",Lakewood
"2451 S Hoyt Court, Lakewood, CO 80227","$650,000 ",https://www.zillow.com/homedetails/2451-S-Hoyt-Ct-Lakewood-CO-80227/13790355_zpid/,"Price cut: $25,000 (Aug 23) From 2023-08-23","5 bds3 ba2,433 sqft",Lakewood
"1820 Hoyt Street, Lakewood, CO 80215","$1,849,000 ",https://www.zillow.com/homedetails/1820-Hoyt-St-Lakewood-CO-80215/13747028_zpid/,7 days on Zillow From 2023-08-23,"5 bds3 ba5,128 sqft",Lakewood
"10130 W Dartmouth Avenue, Lakewood, CO 80227","$415,000 ",https://www.zillow.com/homedetails/10130-W-Dartmouth-Ave-Lakewood-CO-80227/13795795_zpid/,7 days on Zillow From 2023-08-23,"3 bds2 ba1,595 sqft",Lakewood
"7309 W Hampden Avenue Unit 1403, Lakewood, CO 80227","$320,000 ",https://www.zillow.com/homedetails/7309-W-Hampden-Ave-APT-1403-Lakewood-CO-80227/13798848_zpid/,7 days on Zillow From 2023-08-23,2 bds1 ba922 sqft,Lakewood
"1485 S Zang Street, Lakewood, CO 80228","$638,000 ",https://www.zillow.com/homedetails/1485-S-Zang-St-Lakewood-CO-80228/13779120_zpid/,7 days on Zillow From 2023-08-23,"3 bds3 ba1,918 sqft",Lakewood
"863 S Johnson Court, Lakewood, CO 80226","$709,000 ",https://www.zillow.com/homedetails/863-S-Johnson-Ct-Lakewood-CO-80226/13773016_zpid/,3D Tour From 2023-08-23,"4 bds3 ba2,776 sqft",Lakewood
"3156 S Quaker Street, Morrison, CO 80465","$915,000 ",https://www.zillow.com/homedetails/3156-S-Quaker-St-Morrison-CO-80465/337567599_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-23,"4 bds4 ba4,506 sqft",Lakewood
"465 S Nelson Street, Lakewood, CO 80226","$640,000 ",https://www.zillow.com/homedetails/465-S-Nelson-St-Lakewood-CO-80226/13773790_zpid/,8 days on Zillow From 2023-08-23,"3 bds3 ba2,616 sqft",Lakewood
"620 S Eldridge Street, Lakewood, CO 80228","$1,799,000 ",https://www.zillow.com/homedetails/620-S-Eldridge-St-Lakewood-CO-80228/13777270_zpid/,8 days on Zillow From 2023-08-23,"5 bds4 ba5,264 sqft",Lakewood
"2164 S Poppy Street, Lakewood, CO 80228","$1,150,000 ",https://www.zillow.com/homedetails/2164-S-Poppy-St-Lakewood-CO-80228/331704644_zpid/,3D Tour From 2023-08-23,"4 bds3 ba4,047 sqft",Lakewood
"1878 S Cole Street, Lakewood, CO 80228","$515,000 ",https://www.zillow.com/homedetails/1878-S-Cole-St-Lakewood-CO-80228/13778375_zpid/,3D Tour From 2023-08-23,"2 bds2 ba1,852 sqft",Lakewood
"1401 Garrison Street, Lakewood, CO 80215","$629,000 ",https://www.zillow.com/homedetails/1401-Garrison-St-Lakewood-CO-80215/13761546_zpid/,3D Tour From 2023-08-23,"3 bds2 ba2,474 sqft",Lakewood
"3354 S Flower St UNIT 44, Lakewood, CO 80227","$320,000 ",https://www.zillow.com/homedetails/3354-S-Flower-St-APT-44-Lakewood-CO-80227/13797858_zpid/,9 days on Zillow From 2023-08-23,2 bds1 ba855 sqft,Lakewood
"1110 Estes Street, Lakewood, CO 80215","$1,375,000 ",https://www.zillow.com/homedetails/1110-Estes-St-Lakewood-CO-80215/13761292_zpid/,9 days on Zillow From 2023-08-23,"5 bds3 ba3,400 sqft",Lakewood
"2538 S Ames Circle, Lakewood, CO 80227","$699,000 ",https://www.zillow.com/homedetails/2538-S-Ames-Cir-Lakewood-CO-80227/13788439_zpid/,10 days on Zillow From 2023-08-23,"4 bds3 ba3,134 sqft",Lakewood
"8065 W Eastman Place Unit 6-305, Lakewood, CO 80227","$350,000 ",https://www.zillow.com/homedetails/8065-W-Eastman-Pl-6-305-Lakewood-CO-80227/13798148_zpid/,11 days on Zillow From 2023-08-23,2 bds2 ba868 sqft,Lakewood
"271 S Zinnia Way Unit 1-B, Lakewood, CO 80228","$325,000 ",https://www.zillow.com/homedetails/271-S-Zinnia-Way-1-B-Lakewood-CO-80228/13766611_zpid/,12 days on Zillow From 2023-08-23,2 bds2 ba926 sqft,Lakewood
"1070 N Balsam Street, Lakewood, CO 80214","$589,999 ",https://www.zillow.com/homedetails/1070-Balsam-St-Lakewood-CO-80214/334526807_zpid/,12 days on Zillow From 2023-08-23,"3 bds4 ba1,478 sqft",Lakewood
"10393 W Arkansas Dr, Lakewood, CO 80232","$635,000 ",https://www.zillow.com/homedetails/10393-W-Arkansas-Dr-Lakewood-CO-80232/13780203_zpid/,"Price cut: $14,000 (Aug 23) From 2023-08-23","5 bds3 ba2,296 sqft",Lakewood
"1068 N Balsam Street, Lakewood, CO 80214","$615,000 ",https://www.zillow.com/homedetails/1068-Balsam-St-Lakewood-CO-80214/334526297_zpid/,12 days on Zillow From 2023-08-23,"3 bds4 ba1,564 sqft",Lakewood
"1675 S Cole Street Unit B5, Lakewood, CO 80228","$409,000 ",https://www.zillow.com/homedetails/1675-S-Cole-St-UNIT-B5-Lakewood-CO-80228/51407826_zpid/,12 days on Zillow From 2023-08-23,"2 bds3 ba1,057 sqft",Lakewood
"324 Wright Street Unit 106, Lakewood, CO 80228","$359,000 ",https://www.zillow.com/homedetails/324-Wright-St-APT-106-Lakewood-CO-80228/13766117_zpid/,12 days on Zillow From 2023-08-23,"2 bds2 ba1,022 sqft",Lakewood
"13912 W Virginia Drive, Lakewood, CO 80228","$725,000 ",https://www.zillow.com/homedetails/13912-W-Virginia-Dr-Lakewood-CO-80228/13777252_zpid/,"Price cut: $50,000 (Aug 22) From 2023-08-23","4 bds3 ba2,443 sqft",Lakewood
"1451 S Pierce Street, Lakewood, CO 80232","$395,000 ",https://www.zillow.com/homedetails/1451-S-Pierce-St-Lakewood-CO-80232/63366770_zpid/,12 days on Zillow From 2023-08-23,"4 bds2 ba1,214 sqft",Lakewood
"9305 W 5th Avenue, Lakewood, CO 80226","$875,000 ",https://www.zillow.com/homedetails/9305-W-5th-Ave-Lakewood-CO-80226/13767057_zpid/,Open: Sat. 12-3pm From 2023-08-23,"3 bds2 ba1,832 sqft",Lakewood
"1592 Ames Street, Lakewood, CO 80214","$664,900 ",https://www.zillow.com/homedetails/1592-Ames-St-Denver-CO-80214/2056050699_zpid/,13 days on Zillow From 2023-08-23,"2 bds3 ba1,444 sqft",Lakewood
"2913 S Deframe Way, Lakewood, CO 80228","$740,000 ",https://www.zillow.com/homedetails/2913-S-Deframe-Way-Lakewood-CO-80228/13795095_zpid/,13 days on Zillow From 2023-08-23,"5 bds3 ba2,796 sqft",Lakewood
"7150 W 20th Avenue Unit 301, Lakewood, CO 80214","$359,000 ",https://www.zillow.com/homedetails/7150-W-20th-Ave-APT-301-Lakewood-CO-80214/13748311_zpid/,3D Tour From 2023-08-23,"2 bds2 ba1,077 sqft",Lakewood
"14551 W Columbia Place, Lakewood, CO 80228","$985,000 ",https://www.zillow.com/homedetails/14551-W-Columbia-Pl-Lakewood-CO-80228/13795360_zpid/,14 days on Zillow From 2023-08-23,"3 bds3 ba4,910 sqft",Lakewood
"15160 W Iliff Place, Lakewood, CO 80228","$1,149,500 ",https://www.zillow.com/homedetails/15160-W-Iliff-Pl-Lakewood-CO-80228/98346950_zpid/,14 days on Zillow From 2023-08-23,"5 bds5 ba3,781 sqft",Lakewood
"451 S Holland Court, Lakewood, CO 80226","$620,000 ",https://www.zillow.com/homedetails/451-S-Holland-Ct-Lakewood-CO-80226/13772898_zpid/,Open: Thu. 5-7pm From 2023-08-23,"3 bds2 ba2,378 sqft",Lakewood
"6396 W Ohio Avenue, Lakewood, CO 80226","$649,000 ",https://www.zillow.com/homedetails/6396-W-Ohio-Ave-Lakewood-CO-80226/13771180_zpid/,14 days on Zillow From 2023-08-23,"4 bds3 ba2,673 sqft",Lakewood
"12288 W Mississippi Ave, Lakewood, CO 80228","$575,000 ",https://www.zillow.com/homedetails/12288-W-Mississippi-Ave-Lakewood-CO-80228/13778431_zpid/,"Price cut: $25,000 (Aug 18) From 2023-08-23","5 bds2 ba1,994 sqft",Lakewood
"2102 Garrison Street, Lakewood, CO 80215","$1,300,000 ",https://www.zillow.com/homedetails/2102-Garrison-St-Lakewood-CO-80215/13746558_zpid/,15 days on Zillow From 2023-08-23,"3 bds3 ba2,200 sqft",Lakewood
"341 Wright Street Unit 103, Lakewood, CO 80228","$345,000 ",https://www.zillow.com/homedetails/341-Wright-St-APT-103-Lakewood-CO-80228/13765443_zpid/,"Price cut: $5,000 (Aug 17) From 2023-08-23",2 bds1 ba967 sqft,Lakewood
"8025 W 5th Avenue, Lakewood, CO 80226","$1,295,000 ",https://www.zillow.com/homedetails/8025-W-5th-Ave-Lakewood-CO-80226/13768095_zpid/,16 days on Zillow From 2023-08-23,"4 bds4 ba3,743 sqft",Lakewood
"3696 S Depew Street Unit 206, Lakewood, CO 80235","$359,900 ",https://www.zillow.com/homedetails/3696-S-Depew-St-UNIT-206-Lakewood-CO-80235/13806954_zpid/,16 days on Zillow From 2023-08-23,"2 bds2 ba1,043 sqft",Lakewood
"9010 W 3rd Place, Lakewood, CO 80226","$649,500 ",https://www.zillow.com/homedetails/9010-W-3rd-Pl-Lakewood-CO-80226/13766874_zpid/,"Price cut: $25,500 (Aug 19) From 2023-08-23","3 bds2 ba2,912 sqft",Lakewood
"1290 Independence Street, Lakewood, CO 80215","$575,000 ",https://www.zillow.com/homedetails/1290-Independence-St-Lakewood-CO-80215/104463390_zpid/,17 days on Zillow From 2023-08-23,"4 bds2 ba2,072 sqft",Lakewood
"9532 W Wesley Drive, Lakewood, CO 80227","$885,000 ",https://www.zillow.com/homedetails/9532-W-Wesley-Dr-Lakewood-CO-80227/13790347_zpid/,18 days on Zillow From 2023-08-23,"5 bds3 ba2,892 sqft",Lakewood
"1435 Ames Street, Lakewood, CO 80214","$479,900 ",https://www.zillow.com/homedetails/1435-Ames-St-Lakewood-CO-80214/13759492_zpid/,"Price cut: $10,000 (Aug 21) From 2023-08-23",2 bds1 ba812 sqft,Lakewood
"1834 S Cole Street Unit 1834, Lakewood, CO 80228","$544,999 ",https://www.zillow.com/homedetails/1834-S-Cole-St-1834-Lakewood-CO-80228/51407779_zpid/,18 days on Zillow From 2023-08-23,"3 bds3 ba1,732 sqft",Lakewood
"1410 S Eaton Street, Lakewood, CO 80232","$598,000 ",https://www.zillow.com/homedetails/1410-S-Eaton-St-Lakewood-CO-80232/13785817_zpid/,"Price cut: $17,000 (Aug 17) From 2023-08-23","4 bds2 ba2,296 sqft",Lakewood
"775 Garland St, Lakewood, CO 80215","$1,260,000 ",https://www.zillow.com/homedetails/775-Garland-St-Lakewood-CO-80215/13761835_zpid/,"Price cut: $20,000 (Aug 20) From 2023-08-23","4 bds4 ba4,172 sqft",Lakewood
"650 Ingalls Street, Lakewood, CO 80214","$850,000 ",https://www.zillow.com/homedetails/650-Ingalls-St-Lakewood-CO-80214/13760149_zpid/,19 days on Zillow From 2023-08-23,"5 bds3 ba2,600 sqft",Lakewood
"741 S Moore Court, Lakewood, CO 80226","$700,000 ",https://www.zillow.com/homedetails/741-S-Moore-Ct-Lakewood-CO-80226/13774910_zpid/,19 days on Zillow From 2023-08-23,"4 bds3 ba2,408 sqft",Lakewood
"5755 W Atlantic Place Unit 204, Lakewood, CO 80227","$349,900 ",https://www.zillow.com/homedetails/5755-W-Atlantic-Pl-APT-204-Lakewood-CO-80227/13787288_zpid/,19 days on Zillow From 2023-08-23,"2 bds2 ba1,048 sqft",Lakewood
"9362 W 13th Place, Lakewood, CO 80215","$825,000 ",https://www.zillow.com/homedetails/9362-W-13th-Pl-Lakewood-CO-80215/54889698_zpid/,3D Tour From 2023-08-23,"4 bds3 ba3,482 sqft",Lakewood
"265 S Chase Street, Lakewood, CO 80226","$849,900 ",https://www.zillow.com/homedetails/265-S-Chase-St-Lakewood-CO-80226/13770239_zpid/,19 days on Zillow From 2023-08-23,"6 bds4 ba3,410 sqft",Lakewood
"1571 S Welch Circle, Lakewood, CO 80228","$715,000 ",https://www.zillow.com/homedetails/1571-S-Welch-Cir-Lakewood-CO-80228/13779688_zpid/,3D Tour From 2023-08-23,"4 bds3 ba2,685 sqft",Lakewood
"7080 W Custer Ave, Lakewood, CO 80226","$999,000 ",https://www.zillow.com/homedetails/7080-W-Custer-Ave-Lakewood-CO-80226/82593418_zpid/,20 days on Zillow From 2023-08-23,"4 bds5 ba4,170 sqft",Lakewood
"13070 W 6th Place, Lakewood, CO 80401","$625,000 ",https://www.zillow.com/homedetails/13070-W-6th-Pl-Lakewood-CO-80401/13763533_zpid/,3D Tour From 2023-08-23,"3 bds2 ba1,938 sqft",Lakewood
"1101 S Garrison Street Unit 103, Lakewood, CO 80232","$364,900 ",https://www.zillow.com/homedetails/1101-S-Garrison-St-APT-103-Lakewood-CO-80232/13782116_zpid/,20 days on Zillow From 2023-08-23,"2 bds2 ba1,104 sqft",Lakewood
"15465 W Adriatic Drive, Lakewood, CO 80228","$1,450,000 ",https://www.zillow.com/homedetails/15465-W-Adriatic-Dr-Lakewood-CO-80228/121928675_zpid/,3D Tour From 2023-08-23,"4 bds4 ba4,796 sqft",Lakewood
"7850 W Florida Avenue, Lakewood, CO 80232","$575,000 ",https://www.zillow.com/homedetails/7850-W-Florida-Ave-Lakewood-CO-80232/13784266_zpid/,21 days on Zillow From 2023-08-23,"5 bds3 ba2,050 sqft",Lakewood
"1105 S Wright Street, Lakewood, CO 80228","$630,000 ",https://www.zillow.com/homedetails/1105-S-Wright-St-Lakewood-CO-80228/13778877_zpid/,3D Tour From 2023-08-23,"3 bds2 ba1,918 sqft",Lakewood
"8852 W Louisiana Place, Lakewood, CO 80232","$699,999 ",https://www.zillow.com/homedetails/8852-W-Louisiana-Pl-Lakewood-CO-80232/13781901_zpid/,23 days on Zillow From 2023-08-23,"4 bds2 ba1,898 sqft",Lakewood
"13830 W Alaska Dr Drive, Lakewood, CO 80228","$775,000 ",https://www.zillow.com/homedetails/13830-W-Alaska-Dr-Lakewood-CO-80228/13777130_zpid/,23 days on Zillow From 2023-08-23,"4 bds3 ba2,353 sqft",Lakewood
"420 Dudley Street, Lakewood, CO 80226","$624,900 ",https://www.zillow.com/homedetails/420-Dudley-St-Lakewood-CO-80226/13766704_zpid/,"Price cut: $10,000 (Aug 18) From 2023-08-23","3 bds2 ba1,795 sqft",Lakewood
"950 S Briarwood Drive, Lakewood, CO 80226","$625,000 ",https://www.zillow.com/homedetails/950-S-Briarwood-Dr-Lakewood-CO-80226/13774646_zpid/,"Price cut: $25,000 (Aug 14) From 2023-08-23","3 bds2 ba2,040 sqft",Lakewood
"6738 W Oregon Avenue, Lakewood, CO 80232","$650,000 ",https://www.zillow.com/homedetails/6738-W-Oregon-Ave-Lakewood-CO-80232/13786771_zpid/,26 days on Zillow From 2023-08-23,"3 bds4 ba2,482 sqft",Lakewood
"374 S Estes St UNIT B, Lakewood, CO 80226","$349,000 ",https://www.zillow.com/homedetails/374-S-Estes-St-APT-B-Lakewood-CO-80226/13772335_zpid/,26 days on Zillow From 2023-08-23,2 bds2 ba964 sqft,Lakewood
"2660 S Chase Lane, Lakewood, CO 80227","$650,000 ",https://www.zillow.com/homedetails/2660-S-Chase-Ln-Lakewood-CO-80227/13788423_zpid/,"Price cut: $65,000 (Aug 22) From 2023-08-23","5 bds3 ba2,344 sqft",Lakewood
"13966 W Warren Drive, Lakewood, CO 80228","$665,000 ",https://www.zillow.com/homedetails/13966-W-Warren-Dr-Lakewood-CO-80228/13793575_zpid/,"Price cut: $20,000 (Aug 15) From 2023-08-23","3 bds3 ba2,621 sqft",Lakewood
"10872 W Evans Avenue Unit 3d, Lakewood, CO 80227","$355,000 ",https://www.zillow.com/homedetails/10872-W-Evans-Ave-UNIT-3D-Lakewood-CO-80227/13791454_zpid/,3D Tour From 2023-08-23,"2 bds2 ba1,151 sqft",Lakewood
"12730 W Atlantic Avenue, Lakewood, CO 80228","$635,000 ",https://www.zillow.com/homedetails/12730-W-Atlantic-Ave-Lakewood-CO-80228/13792435_zpid/,"Price cut: $15,000 (Aug 23) From 2023-08-23","4 bds3 ba2,902 sqft",Lakewood
"105 Garrison Street, Lakewood, CO 80226","$610,000 ",https://www.zillow.com/homedetails/105-Garrison-St-Lakewood-CO-80226/13767169_zpid/,3D Tour From 2023-08-23,"4 bds1 ba2,292 sqft",Lakewood
"6911 W Eldorado Place, Lakewood, CO 80227","$1,197,000 ",https://www.zillow.com/homedetails/6911-W-Eldorado-Pl-Lakewood-CO-80227/13798705_zpid/,"Price cut: $98,000 (Aug 18) From 2023-08-23","5 bds6 ba4,697 sqft",Lakewood
"640 S Yarrow Street, Lakewood, CO 80226","$625,000 ",https://www.zillow.com/homedetails/640-S-Yarrow-St-Lakewood-CO-80226/58768792_zpid/,27 days on Zillow From 2023-08-23,"3 bds3 ba2,334 sqft",Lakewood
"10468 W Dartmouth Avenue, Lakewood, CO 80227","$399,900 ",https://www.zillow.com/homedetails/10468-W-Dartmouth-Ave-Lakewood-CO-80227/13795964_zpid/,27 days on Zillow From 2023-08-23,"2 bds1 ba1,073 sqft",Lakewood
"1878 S Ammons Street Unit A, Lakewood, CO 80232","$445,000 ",https://www.zillow.com/homedetails/1878-S-Ammons-St-APT-A-Lakewood-CO-80232/13784576_zpid/,27 days on Zillow From 2023-08-23,"3 bds3 ba1,804 sqft",Lakewood
"3355 S Flower Street Unit 75, Lakewood, CO 80227","$312,000 ",https://www.zillow.com/homedetails/3355-S-Flower-St-UNIT-75-Lakewood-CO-80227/13797783_zpid/,3D Tour From 2023-08-23,2 bds1 ba944 sqft,Lakewood
"6578 W Atlantic Avenue, Lakewood, CO 80227","$773,900 ",https://www.zillow.com/homedetails/6578-W-Atlantic-Pl-Lakewood-CO-80227/338450762_zpid/,3D Tour From 2023-08-23,"3 bds2 ba3,357 sqft",Lakewood
"6825 W Mississippi Avenue Lot 17, Lakewood, CO 80226","$84,000 ",https://www.zillow.com/homedetails/6825-W-Mississippi-Ave-LOT-17-Lakewood-CO-80226/63366641_zpid/,29 days on Zillow From 2023-08-23,2 bds2 ba938 sqft,Lakewood
